"race" "natcrime"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "About Right"
"White" NA
"White" NA
"White" "About Right"
"Other" "Too Little"
"Other" "Too Little"
"White" NA
"White" NA
"White" NA
"White" NA
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"Other" NA
"Black" NA
"White" NA
"White" "About Right"
"White" "About Right"
"White" "About Right"
"White" NA
"Other" NA
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"White" NA
"White" "About Right"
"White" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"White" "About Right"
"White" NA
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" NA
"Black" NA
"Other" NA
"Black" "Too Little"
"Black" "Too Little"
"Black" NA
"Black" "Too Little"
"Black" "Too Little"
"Other" "Too Little"
"Black" NA
"Black" "About Right"
"Black" "Too Little"
"Black" NA
"Black" NA
"White" NA
"White" NA
"White" NA
"White" "About Right"
"White" "Too Little"
"Other" NA
"White" NA
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" NA
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "About Right"
"White" NA
"White" NA
"White" "Too Little"
"Other" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "About Right"
"White" NA
"Black" "Too Little"
"White" "Too Little"
"Other" NA
"White" NA
"Other" NA
"White" NA
"White" NA
"White" NA
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" NA
"White" "Too Little"
"Black" NA
"Black" "Too Little"
"Black" "Too Little"
"Black" "Too Little"
"Black" NA
"Black" "About Right"
"Black" NA
"Black" "Too Little"
"Black" "Too Little"
"White" NA
"White" "Too Little"
"Black" NA
"Black" "Too Little"
"Black" "Too Little"
"Black" NA
"Black" NA
"Black" NA
"Black" NA
"White" "Too Much"
"Black" "Too Little"
"White" "About Right"
"White" NA
"White" "About Right"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"Black" NA
"White" NA
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" NA
"White" NA
"Black" "About Right"
"White" NA
"Black" NA
"Black" NA
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" NA
"White" NA
"White" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" "About Right"
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"White" NA
"White" "About Right"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"White" NA
"White" "Too Little"
"White" "About Right"
"White" NA
"Black" "About Right"
"White" "Too Little"
"White" NA
"White" "Too Little"
"Other" NA
"White" NA
"Black" NA
"Black" NA
"Black" NA
"White" "Too Little"
"Black" NA
"Black" "Too Little"
"Black" "Too Little"
"Black" NA
"Black" "Too Little"
"White" NA
"Other" "Too Little"
"Other" NA
"White" "Too Little"
"Black" NA
"White" "About Right"
"White" NA
"Black" "Too Little"
"Black" "Too Little"
"White" "About Right"
"Other" "Too Little"
"White" "About Right"
"White" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"Black" NA
"White" NA
"White" NA
"Other" NA
"Black" NA
"White" "Too Little"
"Black" NA
"White" NA
"Black" "About Right"
"Black" "Too Little"
"Black" "About Right"
"Black" NA
"Black" NA
"Black" "Too Little"
"Black" NA
"White" "Too Little"
"Black" "Too Little"
"White" "Too Little"
"Black" NA
"White" NA
"Black" NA
"White" "Too Little"
"White" "Too Little"
"Black" "Too Much"
"Black" NA
"Black" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" NA
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" NA
"Other" "About Right"
"White" "About Right"
"Other" NA
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"Other" NA
"White" NA
"White" NA
"White" NA
"White" NA
"White" "Too Little"
"Other" NA
"White" "Too Little"
"White" NA
"Other" "Too Little"
"Other" "About Right"
"Other" NA
"Other" "Too Little"
"White" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Much"
"White" NA
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" NA
"White" "About Right"
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "About Right"
"White" NA
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" NA
"White" "Too Much"
"White" NA
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" "About Right"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" NA
"White" NA
"White" "About Right"
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"White" NA
"White" NA
"White" "About Right"
"White" NA
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"Black" NA
"White" NA
"White" "Too Little"
"White" NA
"White" "About Right"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" NA
"White" "About Right"
"White" "Too Much"
"White" NA
"White" "About Right"
"White" NA
"White" NA
"White" NA
"Other" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "Too Much"
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"White" NA
"White" NA
"White" NA
"White" "Too Much"
"White" "About Right"
"White" "About Right"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"White" "About Right"
"White" NA
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" "Too Little"
"White" "About Right"
"White" "Too Much"
"White" NA
"White" "Too Little"
"White" NA
"White" "About Right"
"White" NA
"White" NA
"White" "Too Much"
"White" NA
"White" NA
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" "About Right"
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" NA
"Other" NA
"White" "Too Little"
"White" "Too Little"
"Black" NA
"White" NA
"White" NA
"White" NA
"White" NA
"White" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"Black" "About Right"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "About Right"
"White" NA
"White" NA
"White" NA
"White" NA
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" NA
"White" NA
"White" NA
"White" NA
"White" NA
"White" NA
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" "Too Little"
"White" "About Right"
"White" NA
"White" NA
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" "About Right"
"White" "About Right"
"White" "About Right"
"Black" "About Right"
"Black" NA
"Black" NA
"Black" NA
"Black" NA
"Black" "Too Little"
"Black" "About Right"
"Black" NA
"Black" "About Right"
"Black" "Too Little"
"Black" "About Right"
"White" NA
"Black" "Too Little"
"White" NA
"Black" NA
"Black" "Too Little"
"Black" NA
"White" "About Right"
"White" NA
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "About Right"
"White" NA
"White" NA
"White" NA
"White" "Too Much"
"White" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "About Right"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"Other" "Too Little"
"White" "About Right"
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"White" "About Right"
"White" NA
"White" NA
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" NA
"White" "About Right"
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" "About Right"
"White" "About Right"
"White" NA
"White" NA
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"Black" "Too Little"
"Black" NA
"Black" "About Right"
"Black" "Too Little"
"Black" "About Right"
"Black" NA
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "About Right"
"White" NA
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"White" NA
"White" "About Right"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"White" NA
"White" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"White" "About Right"
"White" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" "About Right"
"White" NA
"White" NA
"White" "Too Much"
"White" NA
"White" NA
"White" "About Right"
"White" NA
"White" NA
"White" "Too Much"
"White" "Too Little"
"White" NA
"White" NA
"White" "About Right"
"White" NA
"White" "About Right"
"White" "Too Much"
"Other" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" NA
"White" "About Right"
"White" NA
"White" "Too Much"
"Other" "About Right"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"Other" NA
"White" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "About Right"
"White" NA
"Black" NA
"White" NA
"Black" "Too Little"
"Black" NA
"Black" "Too Little"
"Black" NA
"Black" NA
"White" NA
"White" "Too Little"
"White" "About Right"
"Black" NA
"Black" "Too Little"
"Black" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"Black" NA
"Black" NA
"Black" "Too Little"
"Black" NA
"Black" "About Right"
"Black" NA
"White" NA
"White" NA
"White" "About Right"
"White" NA
"Other" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"Black" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "About Right"
"Other" NA
"White" "About Right"
"White" NA
"Black" NA
"White" "Too Little"
"Other" "About Right"
"Black" "Too Little"
"Black" "About Right"
"White" NA
"White" NA
"White" "About Right"
"White" NA
"White" NA
"White" NA
"White" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"White" NA
"White" NA
"White" "About Right"
"Other" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"White" NA
"Black" "Too Little"
"Black" NA
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"White" "Too Much"
"White" "Too Little"
"White" NA
"Other" NA
"White" NA
"White" "Too Little"
"White" "Too Little"
"Other" "Too Much"
"White" NA
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"Other" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"Other" "Too Little"
"White" "About Right"
"White" NA
"White" "Too Little"
"White" "Too Little"
"Other" "Too Little"
"Black" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" "About Right"
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "About Right"
"White" NA
"White" "Too Little"
"White" "About Right"
"White" NA
"Other" NA
"White" "Too Much"
"White" NA
"Other" NA
"White" "Too Little"
"Other" NA
"White" NA
"White" "About Right"
"White" NA
"White" NA
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" NA
"White" "Too Much"
"White" "Too Much"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" NA
"White" "Too Little"
"Black" NA
"Black" "Too Little"
"Black" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" NA
"White" NA
"White" NA
"White" "About Right"
"White" NA
"White" "About Right"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" NA
"White" NA
"White" "About Right"
"White" NA
"White" NA
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Much"
"White" NA
"White" NA
"White" NA
"White" NA
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" NA
"White" "About Right"
"White" "Too Little"
"White" NA
"White" "About Right"
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" "About Right"
"Black" "Too Little"
"White" "Too Little"
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" "About Right"
"White" NA
"Black" NA
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" NA
"White" NA
"White" NA
"White" NA
"White" "Too Little"
"White" "About Right"
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "About Right"
"White" NA
"White" "Too Little"
"Other" NA
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"Black" NA
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" NA
"White" NA
"White" NA
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" "About Right"
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"White" "About Right"
"White" "Too Little"
"White" NA
"White" "Too Little"
"Black" "Too Little"
"White" NA
"Black" "Too Little"
"White" "About Right"
"Black" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"White" "About Right"
"White" NA
"White" NA
"White" "Too Much"
"White" NA
"White" NA
"White" NA
"White" "Too Little"
"White" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"White" "About Right"
"White" "Too Little"
"White" NA
"White" "About Right"
"White" NA
"White" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"Other" "Too Little"
"White" NA
"White" "About Right"
"Black" "Too Little"
"White" NA
"Other" "Too Much"
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"Black" NA
"Black" "About Right"
"Other" NA
"Black" NA
"White" NA
"White" "Too Little"
"White" NA
"Other" "About Right"
"Other" NA
"White" "Too Much"
"Black" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"White" "About Right"
"White" "About Right"
"White" NA
"Other" NA
"White" NA
"Black" NA
"White" "About Right"
"White" NA
"White" "About Right"
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "About Right"
"White" NA
"White" NA
"Other" NA
"White" NA
"White" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"White" "About Right"
"Black" "Too Little"
"Black" "Too Little"
"Black" "Too Little"
"Black" NA
"Black" "Too Little"
"Black" NA
"Black" "Too Little"
"Black" NA
"Black" "Too Little"
"White" NA
"White" NA
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" NA
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"White" "Too Much"
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" "About Right"
"White" NA
"Other" "Too Little"
"White" "About Right"
"White" NA
"Black" "Too Little"
"White" NA
"White" "About Right"
"White" NA
"Black" "Too Little"
"White" NA
"Other" NA
"White" "About Right"
"White" NA
"Black" NA
"White" NA
"Black" "About Right"
"Black" NA
"Black" "Too Little"
"Black" "About Right"
"Black" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"Black" NA
"Black" "Too Little"
"Black" NA
"White" "Too Little"
"White" NA
"White" "About Right"
"Black" "Too Little"
"White" NA
"White" "About Right"
"White" "About Right"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "About Right"
"White" NA
"White" NA
"Black" NA
"White" "Too Little"
"White" NA
"White" "Too Much"
"White" NA
"White" "Too Little"
"White" NA
"White" "About Right"
"White" NA
"White" "About Right"
"White" NA
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"Other" NA
"White" "Too Little"
"White" NA
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "About Right"
"White" NA
"Other" "About Right"
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"Black" NA
"White" "Too Little"
"White" "About Right"
"White" "Too Little"
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"Black" NA
"White" NA
"Black" NA
"White" "Too Little"
"Black" NA
"Black" NA
"Other" "Too Little"
"Black" "Too Little"
"Black" NA
"Other" "Too Little"
"White" NA
"White" "Too Much"
"White" NA
"White" NA
"Black" "About Right"
"Black" "About Right"
"White" "About Right"
"White" NA
"Other" "Too Little"
"Other" "Too Little"
"White" NA
"White" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"White" "About Right"
"White" NA
"Black" NA
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" NA
"White" "About Right"
"Other" "Too Little"
"Black" NA
"Other" NA
"Black" "Too Little"
"Other" NA
"White" "Too Little"
"White" NA
"Black" "Too Little"
"White" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" "Too Much"
"White" NA
"White" "Too Little"
"White" "About Right"
"Black" NA
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"White" "Too Little"
"Other" "Too Little"
"White" NA
"Black" NA
"Black" "Too Little"
"White" NA
"White" NA
"Other" "Too Little"
"White" "Too Little"
"White" "Too Much"
"White" NA
"White" NA
"White" "About Right"
"Black" NA
"Black" "Too Little"
"Black" NA
"Black" "Too Little"
"Black" NA
"Black" NA
"White" NA
"Black" "Too Little"
"Black" NA
"White" "Too Little"
"Black" NA
"Black" "Too Much"
"Black" "Too Little"
"Black" NA
"Black" "Too Little"
"White" NA
"White" "Too Much"
"White" NA
"White" NA
"White" "About Right"
"White" NA
"White" NA
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"Other" NA
"White" "Too Little"
"White" "About Right"
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Much"
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Much"
"White" NA
"White" NA
"White" NA
"White" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "About Right"
"White" NA
"White" NA
"White" NA
"White" "About Right"
"White" NA
"White" "About Right"
"White" NA
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"Black" "Too Little"
"Other" NA
"Black" "Too Little"
"White" "Too Little"
"Black" "About Right"
"White" NA
"White" NA
"Black" NA
"Other" NA
"White" "Too Much"
"White" "Too Much"
"White" NA
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"White" NA
"White" "Too Little"
"White" "About Right"
"White" NA
"White" NA
"Other" NA
"White" "Too Little"
"Black" NA
"White" "About Right"
"White" NA
"White" NA
"White" "Too Little"
"Black" NA
"Other" NA
"White" NA
"White" NA
"White" "About Right"
"White" NA
"White" "About Right"
"White" NA
"White" NA
"White" "About Right"
"White" NA
"White" NA
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "About Right"
"White" NA
"White" NA
"White" "Too Little"
"White" "Too Much"
"White" "About Right"
"White" "Too Little"
"White" "Too Much"
"Other" NA
"White" "Too Little"
"White" "About Right"
"White" NA
"White" "About Right"
"White" NA
"Other" NA
"White" "Too Little"
"Other" "Too Much"
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"Black" "Too Little"
"Other" NA
"White" NA
"White" "Too Little"
"White" NA
"Other" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" NA
"White" NA
"White" "Too Little"
"Black" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"Black" NA
"White" "Too Little"
"White" "Too Little"
"Other" "Too Little"
"White" NA
"Other" NA
"Other" "Too Little"
"White" NA
"Black" "Too Little"
"Other" NA
"Other" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"Other" "Too Little"
"Black" NA
"White" "About Right"
"Black" "Too Little"
"Black" "About Right"
"Black" NA
"Black" NA
"Black" NA
"White" "About Right"
"Black" NA
"Other" NA
"White" NA
"White" "Too Little"
"White" NA
"Other" "Too Little"
"White" NA
"Black" "Too Little"
"White" NA
"White" "About Right"
"Black" "Too Little"
"Black" NA
"White" NA
"Black" "About Right"
"Black" NA
"Black" "Too Little"
"Black" "About Right"
"Other" NA
"Black" "Too Little"
"Black" NA
"White" "About Right"
"White" NA
"White" NA
"White" NA
"White" "About Right"
"White" NA
"White" NA
"White" "About Right"
"White" NA
"White" "About Right"
"Black" "Too Little"
"Black" NA
"Black" NA
"Black" "Too Little"
"Black" NA
"Black" "Too Little"
"Black" NA
"Other" NA
"Other" "Too Little"
"White" "Too Little"
"White" NA
"White" NA
"Other" "Too Little"
"White" NA
"White" "Too Much"
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" "About Right"
"Black" NA
"Black" "About Right"
"Black" NA
"Black" NA
"Black" "Too Little"
"Black" NA
"White" "Too Little"
"Black" NA
"Black" "Too Little"
"Black" NA
"White" NA
"White" NA
"White" NA
"White" "About Right"
"White" NA
"Other" NA
"White" "About Right"
"White" NA
"White" "About Right"
"White" NA
"White" "About Right"
"White" NA
"Other" "About Right"
"Black" NA
"Black" "Too Little"
"Black" "Too Little"
"Black" NA
"White" "Too Little"
"Other" "Too Little"
"Black" "About Right"
"Black" NA
"Black" "Too Little"
"Black" "Too Much"
"Black" "Too Little"
"Black" NA
"White" "Too Little"
"Black" "Too Little"
"Other" "Too Little"
"White" "About Right"
"White" NA
"White" "About Right"
"White" NA
"White" "About Right"
"Black" "Too Little"
"White" NA
"White" "Too Little"
"Black" NA
"White" NA
"White" "About Right"
"White" NA
"White" "About Right"
"White" NA
"White" "About Right"
"White" NA
"White" NA
"White" "About Right"
"White" NA
"White" "About Right"
"Black" "Too Little"
"Black" NA
"White" "Too Much"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "About Right"
"White" "About Right"
"White" NA
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" "About Right"
"White" "Too Little"
"White" NA
"White" NA
"Black" "Too Little"
"White" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"Black" NA
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"White" NA
"White" "About Right"
"White" "About Right"
"White" NA
"White" NA
"White" "Too Little"
"White" "About Right"
"White" NA
"White" NA
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Much"
"White" NA
"Black" "Too Little"
"White" NA
"White" NA
"White" "Too Much"
"White" NA
"White" "Too Little"
"White" NA
"White" "About Right"
"White" NA
"Black" NA
"Black" NA
"White" NA
"Other" NA
"White" NA
"White" "Too Little"
"White" NA
"White" "About Right"
"Other" "Too Little"
"White" NA
"White" "Too Much"
"White" NA
"White" "Too Little"
"Other" NA
"Black" "Too Little"
"White" NA
"White" "About Right"
"White" NA
"White" "About Right"
"White" NA
"Other" "Too Much"
"White" NA
"White" "Too Much"
"White" NA
"White" NA
"White" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"White" "About Right"
"White" "Too Little"
"White" NA
"White" "Too Much"
"White" NA
"White" NA
"White" NA
"White" NA
"Other" NA
"White" "Too Much"
"Other" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "About Right"
"Other" NA
"White" NA
"Other" "Too Little"
"Other" NA
"White" NA
"White" NA
"Other" "About Right"
"Other" NA
"White" "Too Little"
"Other" NA
"White" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"White" "About Right"
"White" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" "About Right"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" "About Right"
"White" "Too Much"
"White" "About Right"
"White" NA
"White" NA
"White" "Too Little"
"White" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"White" "About Right"
"White" "About Right"
"White" "About Right"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"Other" "Too Little"
"White" "About Right"
"White" NA
"Other" "About Right"
"White" "Too Little"
"White" NA
"Black" NA
"White" "About Right"
"White" NA
"White" NA
"White" NA
"White" NA
"White" NA
"White" "About Right"
"White" NA
"White" NA
"Other" "Too Little"
"White" "Too Little"
"Other" NA
"White" "About Right"
"White" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "About Right"
"White" NA
"White" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"Other" NA
"White" NA
"White" NA
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "About Right"
"White" "Too Little"
"White" "About Right"
"White" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"Black" "Too Little"
"White" "About Right"
"Black" NA
"White" "Too Little"
"Black" NA
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"Black" NA
"Black" "Too Little"
"Black" NA
"Black" NA
"White" NA
"Black" NA
"Black" NA
"White" NA
"White" "About Right"
"White" NA
"White" "Too Little"
"White" NA
"White" "About Right"
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"White" "About Right"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"White" "About Right"
"White" NA
"White" NA
"White" NA
"White" NA
"White" "Too Little"
"White" "Too Much"
"White" NA
"White" NA
"White" "About Right"
"White" NA
"White" NA
"White" "About Right"
"White" "Too Little"
"White" NA
"White" NA
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" NA
"White" NA
"White" "Too Much"
"White" "Too Little"
"White" NA
"White" NA
"White" NA
"White" NA
"White" "About Right"
"White" "About Right"
"Black" "Too Little"
"White" "Too Little"
"White" NA
"White" "Too Little"
"White" "Too Little"
"Black" "Too Little"
"White" "Too Little"
"White" "Too Little"
"White" NA
"White" "About Right"
"White" NA
"Black" "Too Little"
"Other" NA
"Black" "About Right"
"Black" NA
"White" "Too Much"
"White" "Too Little"
